year,month,day,jam_observasi,sheet_bulan,ketinggian,arah_deg,kecepatan
2025,6,10,06 UTC,JUN,11000,130.0,6.0
2025,6,10,06 UTC,JUN,12000,140.0,5.0
2025,6,10,06 UTC,JUN,13000,140.0,6.0
2025,6,10,06 UTC,JUN,14000,115.0,6.0
2025,6,11,06 UTC,JUN,SURFACE,100.0,7.0
2025,6,11,06 UTC,JUN,1000,110.0,6.0
2025,6,11,06 UTC,JUN,2000,120.0,6.0
2025,6,11,06 UTC,JUN,3000,125.0,6.0
2025,6,11,06 UTC,JUN,4000,130.0,13.0
2025,6,11,06 UTC,JUN,5000,130.0,11.0
2025,6,11,06 UTC,JUN,6000,125.0,10.0
2025,6,11,06 UTC,JUN,7000,115.0,10.0
2025,6,11,06 UTC,JUN,8000,155.0,9.0
2025,6,11,06 UTC,JUN,9000,135.0,8.0
2025,6,11,06 UTC,JUN,10000,120.0,10.0
2025,6,12,06 UTC,JUN,SURFACE,90.0,2.0
2025,6,12,06 UTC,JUN,1000,115.0,2.0
2025,6,12,06 UTC,JUN,2000,110.0,5.0
2025,6,12,06 UTC,JUN,3000,95.0,7.0
2025,6,12,06 UTC,JUN,4000,105.0,8.0
2025,6,12,06 UTC,JUN,5000,105.0,8.0
2025,6,12,06 UTC,JUN,6000,125.0,4.0
2025,6,12,06 UTC,JUN,7000,135.0,5.0
2025,6,12,06 UTC,JUN,8000,130.0,3.0
2025,6,12,06 UTC,JUN,9000,225.0,1.0
2025,6,12,06 UTC,JUN,10000,360.0,3.0
2025,6,13,06 UTC,JUN,SURFACE,60.0,4.0
2025,6,13,06 UTC,JUN,1000,90.0,5.0
2025,6,13,06 UTC,JUN,2000,110.0,12.0
2025,6,13,06 UTC,JUN,3000,95.0,18.0
2025,6,13,06 UTC,JUN,4000,115.0,18.0
2025,6,13,06 UTC,JUN,5000,110.0,11.0
2025,6,13,06 UTC,JUN,6000,110.0,9.0
2025,6,13,06 UTC,JUN,7000,100.0,17.0
2025,6,13,06 UTC,JUN,8000,100.0,28.0
2025,6,14,06 UTC,JUN,SURFACE,70.0,9.0
2025,6,14,06 UTC,JUN,1000,85.0,14.0
2025,6,14,06 UTC,JUN,2000,95.0,16.0
2025,6,14,06 UTC,JUN,3000,100.0,16.0
2025,6,15,06 UTC,JUN,SURFACE,80.0,5.0
2025,6,15,06 UTC,JUN,1000,95.0,6.0
2025,6,15,06 UTC,JUN,2000,105.0,7.0
2025,6,15,06 UTC,JUN,3000,125.0,7.0
2025,6,15,06 UTC,JUN,4000,130.0,8.0
2025,6,15,06 UTC,JUN,5000,140.0,7.0
2025,6,15,06 UTC,JUN,6000,140.0,6.0
2025,6,15,06 UTC,JUN,7000,110.0,6.0
2025,6,15,06 UTC,JUN,8000,100.0,6.0
2025,6,16,06 UTC,JUN,SURFACE,100.0,9.0
2025,6,16,06 UTC,JUN,1000,160.0,7.0
2025,6,16,06 UTC,JUN,2000,145.0,5.0
2025,6,16,06 UTC,JUN,3000,170.0,6.0
2025,6,16,06 UTC,JUN,4000,225.0,10.0
2025,6,16,06 UTC,JUN,5000,195.0,6.0
2025,6,16,06 UTC,JUN,6000,110.0,12.0
2025,6,16,06 UTC,JUN,7000,110.0,10.0
2025,6,16,06 UTC,JUN,8000,45.0,16.0
2025,6,16,06 UTC,JUN,9000,95.0,11.0
2025,6,17,06 UTC,JUN,SURFACE,90.0,8.0
2025,6,17,06 UTC,JUN,1000,105.0,4.0
2025,6,17,06 UTC,JUN,2000,120.0,6.0
2025,6,17,06 UTC,JUN,3000,120.0,4.0
2025,6,17,06 UTC,JUN,4000,85.0,3.0
2025,6,17,06 UTC,JUN,5000,70.0,3.0
2025,6,17,06 UTC,JUN,6000,110.0,3.0
2025,6,17,06 UTC,JUN,7000,135.0,3.0
2025,6,17,06 UTC,JUN,8000,165.0,3.0
2025,6,17,06 UTC,JUN,9000,170.0,2.0
2025,6,17,06 UTC,JUN,10000,0.0,0.0
2025,6,18,06 UTC,JUN,SURFACE,160.0,6.0
2025,6,18,06 UTC,JUN,1000,50.0,4.0
2025,6,18,06 UTC,JUN,2000,255.0,5.0
2025,6,18,06 UTC,JUN,3000,255.0,5.0
2025,6,18,06 UTC,JUN,4000,205.0,3.0
2025,6,18,06 UTC,JUN,5000,210.0,4.0
2025,6,18,06 UTC,JUN,6000,220.0,3.0
2025,6,19,06 UTC,JUN,SURFACE,90.0,3.0
2025,6,19,06 UTC,JUN,1000,95.0,2.0
2025,6,19,06 UTC,JUN,2000,105.0,2.0
2025,6,19,06 UTC,JUN,3000,115.0,3.0
2025,6,19,06 UTC,JUN,4000,45.0,3.0
2025,6,19,06 UTC,JUN,5000,80.0,5.0
2025,6,19,06 UTC,JUN,6000,75.0,4.0
2025,6,19,06 UTC,JUN,7000,65.0,8.0
2025,6,19,06 UTC,JUN,8000,60.0,8.0
2025,6,19,06 UTC,JUN,9000,65.0,10.0
2025,6,20,06 UTC,JUN,SURFACE,70.0,5.0
2025,6,20,06 UTC,JUN,1000,60.0,7.0
2025,6,20,06 UTC,JUN,2000,70.0,7.0
2025,6,20,06 UTC,JUN,3000,95.0,8.0
2025,6,20,06 UTC,JUN,4000,95.0,11.0
2025,6,20,06 UTC,JUN,5000,80.0,9.0
2025,6,20,06 UTC,JUN,6000,70.0,7.0
2025,6,20,06 UTC,JUN,7000,70.0,5.0
2025,6,20,06 UTC,JUN,8000,45.0,2.0
2025,6,20,06 UTC,JUN,9000,65.0,2.0
2025,6,20,06 UTC,JUN,10000,120.0,1.0
2025,6,20,06 UTC,JUN,11000,45.0,2.0
2025,6,20,06 UTC,JUN,12000,10.0,6.0
2025,6,20,06 UTC,JUN,13000,360.0,6.0
2025,6,21,06 UTC,JUN,SURFACE,120.0,6.0
2025,6,21,06 UTC,JUN,1000,105.0,5.0
2025,6,21,06 UTC,JUN,2000,90.0,6.0
2025,6,21,06 UTC,JUN,3000,125.0,6.0
2025,6,21,06 UTC,JUN,4000,125.0,7.0
2025,6,21,06 UTC,JUN,5000,50.0,8.0
2025,6,21,06 UTC,JUN,6000,50.0,10.0
2025,6,21,06 UTC,JUN,7000,60.0,8.0
2025,6,21,06 UTC,JUN,8000,25.0,11.0
2025,6,21,06 UTC,JUN,9000,30.0,11.0
2025,6,22,06 UTC,JUN,SURFACE,160.0,4.0
2025,6,22,06 UTC,JUN,1000,130.0,4.0
2025,6,22,06 UTC,JUN,2000,115.0,6.0
2025,6,22,06 UTC,JUN,3000,95.0,6.0
2025,6,22,06 UTC,JUN,4000,100.0,6.0
2025,6,22,06 UTC,JUN,5000,100.0,5.0
2025,6,22,06 UTC,JUN,6000,110.0,3.0
2025,6,22,06 UTC,JUN,7000,100.0,5.0
2025,6,23,06 UTC,JUN,SURFACE,60.0,7.0
2025,6,23,06 UTC,JUN,1000,100.0,8.0
2025,6,23,06 UTC,JUN,2000,110.0,8.0
2025,6,23,06 UTC,JUN,3000,105.0,10.0
2025,6,23,06 UTC,JUN,4000,100.0,10.0
2025,6,23,06 UTC,JUN,5000,100.0,9.0
2025,6,23,06 UTC,JUN,6000,105.0,4.0
2025,6,24,06 UTC,JUN,SURFACE,70.0,7.0
2025,6,24,06 UTC,JUN,1000,60.0,9.0
2025,6,24,06 UTC,JUN,2000,30.0,6.0
2025,6,24,06 UTC,JUN,3000,45.0,6.0
2025,6,24,06 UTC,JUN,4000,60.0,3.0
2025,6,24,06 UTC,JUN,5000,60.0,6.0
2025,6,24,06 UTC,JUN,6000,30.0,3.0
2025,6,24,06 UTC,JUN,7000,355.0,4.0
2025,6,24,06 UTC,JUN,8000,20.0,2.0
2025,6,24,06 UTC,JUN,9000,30.0,7.0
2025,6,24,06 UTC,JUN,10000,25.0,2.0
2025,6,24,06 UTC,JUN,11000,360.0,5.0
2025,6,25,06 UTC,JUN,SURFACE,80.0,4.0
2025,6,25,06 UTC,JUN,1000,75.0,6.0
2025,6,25,06 UTC,JUN,2000,85.0,2.0
2025,6,25,06 UTC,JUN,3000,245.0,3.0
2025,6,25,06 UTC,JUN,4000,320.0,2.0
2025,6,25,06 UTC,JUN,5000,60.0,2.0
2025,6,25,06 UTC,JUN,6000,70.0,2.0
2025,6,25,06 UTC,JUN,7000,100.0,4.0
2025,6,25,06 UTC,JUN,8000,115.0,5.0
2025,6,25,06 UTC,JUN,9000,120.0,3.0
2025,6,25,06 UTC,JUN,10000,125.0,2.0
2025,6,25,06 UTC,JUN,11000,165.0,5.0
2025,6,26,06 UTC,JUN,SURFACE,60.0,4.0
2025,6,26,06 UTC,JUN,1000,40.0,10.0
2025,6,26,06 UTC,JUN,2000,70.0,7.0
2025,6,26,06 UTC,JUN,3000,70.0,6.0
2025,6,26,06 UTC,JUN,4000,85.0,9.0
2025,6,26,06 UTC,JUN,5000,30.0,11.0
2025,6,26,06 UTC,JUN,6000,30.0,6.0
2025,6,26,06 UTC,JUN,7000,40.0,13.0
2025,6,26,06 UTC,JUN,8000,135.0,9.0
2025,6,27,06 UTC,JUN,SURFACE,80.0,6.0
2025,6,27,06 UTC,JUN,1000,90.0,6.0
2025,6,27,06 UTC,JUN,2000,85.0,7.0
2025,6,27,06 UTC,JUN,3000,85.0,10.0
2025,6,27,06 UTC,JUN,4000,95.0,9.0
2025,6,27,06 UTC,JUN,5000,110.0,7.0
2025,6,27,06 UTC,JUN,6000,125.0,6.0
2025,6,27,06 UTC,JUN,7000,85.0,7.0
2025,6,27,06 UTC,JUN,8000,100.0,8.0
2025,6,27,06 UTC,JUN,9000,115.0,7.0
2025,6,27,06 UTC,JUN,10000,125.0,4.0
2025,6,28,06 UTC,JUN,SURFACE,100.0,7.0
2025,6,28,06 UTC,JUN,1000,85.0,10.0
2025,6,28,06 UTC,JUN,2000,95.0,8.0
2025,6,28,06 UTC,JUN,3000,95.0,13.0
2025,6,28,06 UTC,JUN,4000,95.0,18.0
2025,6,28,06 UTC,JUN,5000,90.0,21.0
2025,6,28,06 UTC,JUN,6000,95.0,17.0
2025,6,28,06 UTC,JUN,7000,110.0,15.0
2025,6,29,06 UTC,JUN,SURFACE,80.0,6.0
2025,6,29,06 UTC,JUN,1000,85.0,10.0
2025,6,29,06 UTC,JUN,2000,85.0,12.0
2025,6,29,06 UTC,JUN,3000,95.0,17.0
2025,6,29,06 UTC,JUN,4000,100.0,15.0
2025,6,29,06 UTC,JUN,5000,105.0,10.0
2025,6,29,06 UTC,JUN,6000,105.0,12.0
2025,6,30,06 UTC,JUN,SURFACE,100.0,8.0
2025,6,30,06 UTC,JUN,1000,105.0,20.0
2025,6,30,06 UTC,JUN,2000,100.0,16.0
2025,6,30,06 UTC,JUN,3000,65.0,13.0
2025,6,30,06 UTC,JUN,4000,95.0,10.0
2025,6,30,06 UTC,JUN,5000,90.0,13.0
2025,6,30,06 UTC,JUN,6000,80.0,12.0
2025,6,30,06 UTC,JUN,7000,75.0,6.0
2025,6,30,06 UTC,JUN,8000,90.0,8.0
2025,6,30,06 UTC,JUN,9000,25.0,3.0
2025,6,30,06 UTC,JUN,10000,55.0,2.0
2025,6,30,06 UTC,JUN,11000,75.0,3.0
2025,6,30,06 UTC,JUN,12000,70.0,7.0
2025,7,1,06 UTC,JUL,SURFACE,100.0,7.0
2025,7,1,06 UTC,JUL,1000,90.0,4.0
2025,7,1,06 UTC,JUL,2000,115.0,5.0
2025,7,1,06 UTC,JUL,3000,110.0,8.0
2025,7,1,06 UTC,JUL,4000,100.0,8.0
2025,7,1,06 UTC,JUL,5000,100.0,11.0
2025,7,1,06 UTC,JUL,6000,95.0,9.0
2025,7,1,06 UTC,JUL,7000,90.0,8.0
2025,7,1,06 UTC,JUL,8000,115.0,4.0
2025,7,1,06 UTC,JUL,9000,90.0,13.0
2025,7,1,06 UTC,JUL,10000,20.0,17.0
2025,7,1,06 UTC,JUL,11000,340.0,3.0
2025,7,2,06 UTC,JUL,SURFACE,100.0,6.0
2025,7,2,06 UTC,JUL,1000,90.0,2.0
2025,7,2,06 UTC,JUL,2000,105.0,4.0
2025,7,2,06 UTC,JUL,3000,125.0,3.0
2025,7,2,06 UTC,JUL,4000,125.0,3.0
2025,7,2,06 UTC,JUL,5000,135.0,3.0
2025,7,2,06 UTC,JUL,6000,25.0,1.0
2025,7,2,06 UTC,JUL,7000,260.0,2.0
2025,7,2,06 UTC,JUL,8000,245.0,4.0
2025,7,2,06 UTC,JUL,9000,265.0,5.0
2025,7,2,06 UTC,JUL,10000,260.0,4.0
2025,7,3,06 UTC,JUL,SURFACE,70.0,5.0
2025,7,3,06 UTC,JUL,1000,40.0,5.0
2025,7,3,06 UTC,JUL,2000,25.0,6.0
2025,7,3,06 UTC,JUL,3000,25.0,7.0
2025,7,3,06 UTC,JUL,4000,5.0,8.0
2025,7,3,06 UTC,JUL,5000,355.0,6.0
2025,7,3,06 UTC,JUL,6000,105.0,8.0
2025,7,3,06 UTC,JUL,7000,65.0,10.0
2025,7,3,06 UTC,JUL,8000,100.0,9.0
2025,7,3,06 UTC,JUL,9000,20.0,11.0
2025,7,3,06 UTC,JUL,10000,145.0,11.0
2025,7,4,06 UTC,JUL,SURFACE,70.0,3.0
2025,7,4,06 UTC,JUL,1000,70.0,9.0
2025,7,4,06 UTC,JUL,2000,110.0,5.0
2025,7,4,06 UTC,JUL,3000,320.0,2.0
2025,7,4,06 UTC,JUL,4000,310.0,1.0
2025,7,4,06 UTC,JUL,5000,35.0,2.0
2025,7,4,06 UTC,JUL,6000,155.0,4.0
2025,7,4,06 UTC,JUL,7000,95.0,2.0
2025,7,4,06 UTC,JUL,8000,55.0,3.0
2025,7,4,06 UTC,JUL,9000,355.0,2.0
2025,7,4,06 UTC,JUL,10000,25.0,3.0
2025,7,4,06 UTC,JUL,11000,30.0,4.0
2025,7,4,06 UTC,JUL,12000,30.0,7.0
2025,7,4,06 UTC,JUL,13000,50.0,10.0
2025,7,4,06 UTC,JUL,14000,70.0,7.0
2025,7,4,06 UTC,JUL,15000,65.0,11.0
2025,7,5,06 UTC,JUL,SURFACE,60.0,4.0
2025,7,5,06 UTC,JUL,1000,110.0,3.0
2025,7,5,06 UTC,JUL,2000,110.0,3.0
2025,7,5,06 UTC,JUL,3000,85.0,7.0
2025,7,5,06 UTC,JUL,4000,75.0,6.0
2025,7,5,06 UTC,JUL,5000,90.0,6.0
2025,7,5,06 UTC,JUL,6000,95.0,9.0
2025,7,5,06 UTC,JUL,7000,105.0,9.0
2025,7,5,06 UTC,JUL,8000,100.0,10.0
2025,7,5,06 UTC,JUL,9000,90.0,11.0
2025,7,5,06 UTC,JUL,10000,70.0,8.0
2025,7,7,06 UTC,JUL,SURFACE,120.0,8.0
2025,7,7,06 UTC,JUL,1000,90.0,3.0
2025,7,7,06 UTC,JUL,2000,90.0,9.0
2025,7,7,06 UTC,JUL,3000,95.0,10.0
2025,7,7,06 UTC,JUL,4000,100.0,9.0
2025,7,7,06 UTC,JUL,5000,100.0,7.0
2025,7,7,06 UTC,JUL,6000,105.0,7.0
2025,7,7,06 UTC,JUL,7000,85.0,5.0
2025,7,7,06 UTC,JUL,8000,115.0,4.0
2025,7,7,06 UTC,JUL,9000,95.0,3.0
2025,7,7,06 UTC,JUL,10000,115.0,2.0
2025,7,8,06 UTC,JUL,SURFACE,50.0,4.0
2025,7,8,06 UTC,JUL,1000,75.0,9.0
2025,7,8,06 UTC,JUL,2000,65.0,12.0
2025,7,8,06 UTC,JUL,3000,75.0,11.0
2025,7,8,06 UTC,JUL,4000,70.0,11.0
2025,7,8,06 UTC,JUL,5000,90.0,9.0
2025,7,8,06 UTC,JUL,6000,40.0,7.0
2025,7,8,06 UTC,JUL,7000,40.0,9.0
2025,7,8,06 UTC,JUL,8000,70.0,9.0
2025,7,8,06 UTC,JUL,9000,30.0,9.0
2025,7,9,06 UTC,JUL,SURFACE,130.0,4.0
2025,7,9,06 UTC,JUL,1000,160.0,4.0
2025,7,9,06 UTC,JUL,2000,230.0,3.0
2025,7,9,06 UTC,JUL,3000,180.0,2.0
2025,7,9,06 UTC,JUL,4000,170.0,4.0
2025,7,9,06 UTC,JUL,5000,145.0,5.0
2025,7,10,06 UTC,JUL,SURFACE,60.0,4.0
2025,7,10,06 UTC,JUL,1000,55.0,6.0
2025,7,10,06 UTC,JUL,2000,60.0,5.0
2025,7,10,06 UTC,JUL,3000,80.0,1.0
2025,7,10,06 UTC,JUL,4000,145.0,3.0
2025,7,10,06 UTC,JUL,5000,160.0,2.0
2025,7,10,06 UTC,JUL,6000,190.0,1.0
2025,7,10,06 UTC,JUL,7000,210.0,1.0
2025,7,11,06 UTC,JUL,SURFACE,140.0,9.0
2025,7,11,06 UTC,JUL,1000,145.0,9.0
2025,7,11,06 UTC,JUL,2000,125.0,7.0
2025,7,11,06 UTC,JUL,3000,95.0,7.0
2025,7,11,06 UTC,JUL,4000,110.0,7.0
2025,7,11,06 UTC,JUL,5000,100.0,6.0
2025,7,11,06 UTC,JUL,6000,95.0,6.0
2025,7,11,06 UTC,JUL,7000,80.0,6.0
2025,7,11,06 UTC,JUL,8000,90.0,12.0
2025,7,11,06 UTC,JUL,9000,55.0,12.0
2025,7,11,06 UTC,JUL,10000,60.0,11.0
2025,7,12,06 UTC,JUL,SURFACE,130.0,4.0
2025,7,12,06 UTC,JUL,1000,140.0,3.0
2025,7,12,06 UTC,JUL,2000,105.0,7.0
2025,7,12,06 UTC,JUL,3000,100.0,10.0
2025,7,12,06 UTC,JUL,4000,95.0,7.0
2025,7,12,06 UTC,JUL,5000,105.0,5.0
2025,7,12,06 UTC,JUL,6000,110.0,4.0
2025,7,12,06 UTC,JUL,7000,90.0,5.0
2025,7,12,06 UTC,JUL,8000,95.0,5.0
2025,7,12,06 UTC,JUL,9000,125.0,1.0
2025,7,12,06 UTC,JUL,10000,90.0,1.0
2025,7,12,06 UTC,JUL,11000,50.0,3.0
2025,7,13,06 UTC,JUL,SURFACE,80.0,10.0
2025,7,13,06 UTC,JUL,1000,105.0,12.0
2025,7,13,06 UTC,JUL,2000,105.0,20.0
2025,7,13,06 UTC,JUL,3000,120.0,12.0
2025,7,13,06 UTC,JUL,4000,135.0,11.0
2025,7,13,06 UTC,JUL,5000,130.0,5.0
2025,7,13,06 UTC,JUL,6000,120.0,6.0
2025,7,14,06 UTC,JUL,SURFACE,70.0,4.0
2025,7,14,06 UTC,JUL,1000,45.0,5.0
2025,7,14,06 UTC,JUL,2000,280.0,6.0
2025,7,14,06 UTC,JUL,3000,155.0,3.0
2025,7,14,06 UTC,JUL,4000,150.0,4.0
2025,7,14,06 UTC,JUL,5000,95.0,5.0
2025,7,15,06 UTC,JUL,SURFACE,70.0,3.0
2025,7,15,06 UTC,JUL,1000,85.0,9.0
2025,7,15,06 UTC,JUL,2000,85.0,10.0
2025,7,15,06 UTC,JUL,3000,85.0,8.0
2025,7,15,06 UTC,JUL,4000,65.0,13.0
2025,7,15,06 UTC,JUL,5000,80.0,14.0
2025,7,15,06 UTC,JUL,6000,90.0,10.0
2025,7,15,06 UTC,JUL,7000,100.0,8.0
2025,7,15,06 UTC,JUL,8000,85.0,11.0
2025,7,15,06 UTC,JUL,9000,80.0,15.0
2025,7,15,06 UTC,JUL,10000,100.0,8.0
2025,7,16,06 UTC,JUL,SURFACE,50.0,7.0
2025,7,16,06 UTC,JUL,1000,55.0,2.0
2025,7,16,06 UTC,JUL,2000,80.0,2.0
2025,7,16,06 UTC,JUL,3000,55.0,4.0
2025,7,16,06 UTC,JUL,4000,50.0,4.0
2025,7,16,06 UTC,JUL,5000,45.0,5.0
2025,7,16,06 UTC,JUL,6000,70.0,5.0
2025,7,16,06 UTC,JUL,7000,50.0,5.0
2025,7,16,06 UTC,JUL,8000,45.0,6.0
2025,7,17,06 UTC,JUL,SURFACE,110.0,6.0
2025,7,17,06 UTC,JUL,1000,230.0,1.0
2025,7,17,06 UTC,JUL,2000,155.0,3.0
2025,7,17,06 UTC,JUL,3000,150.0,6.0
2025,7,17,06 UTC,JUL,4000,175.0,2.0
2025,7,17,06 UTC,JUL,5000,80.0,2.0
2025,7,17,06 UTC,JUL,6000,85.0,3.0
2025,7,17,06 UTC,JUL,7000,140.0,3.0
2025,7,17,06 UTC,JUL,8000,130.0,5.0
2025,7,17,06 UTC,JUL,9000,115.0,5.0
2025,7,17,06 UTC,JUL,10000,120.0,2.0
2025,7,18,06 UTC,JUL,SURFACE,80.0,6.0
2025,7,18,06 UTC,JUL,1000,215.0,2.0
2025,7,18,06 UTC,JUL,2000,220.0,4.0
2025,7,18,06 UTC,JUL,3000,280.0,3.0
2025,7,18,06 UTC,JUL,4000,285.0,3.0
2025,7,18,06 UTC,JUL,5000,330.0,3.0
2025,7,18,06 UTC,JUL,6000,25.0,6.0
2025,7,18,06 UTC,JUL,7000,20.0,3.0
2025,7,18,06 UTC,JUL,8000,50.0,8.0
2025,7,18,06 UTC,JUL,9000,80.0,5.0
2025,7,18,06 UTC,JUL,10000,70.0,5.0
2025,7,19,06 UTC,JUL,SURFACE,70.0,6.0
2025,7,19,06 UTC,JUL,1000,85.0,9.0
2025,7,19,06 UTC,JUL,2000,180.0,2.0
2025,7,19,06 UTC,JUL,3000,215.0,1.0
2025,7,19,06 UTC,JUL,4000,215.0,2.0
2025,7,19,06 UTC,JUL,5000,230.0,5.0
2025,7,19,06 UTC,JUL,6000,260.0,4.0
2025,7,19,06 UTC,JUL,7000,240.0,3.0
2025,7,19,06 UTC,JUL,8000,265.0,1.0
2025,7,20,06 UTC,JUL,SURFACE,80.0,7.0
2025,7,20,06 UTC,JUL,1000,90.0,5.0
2025,7,20,06 UTC,JUL,2000,100.0,8.0
2025,7,20,06 UTC,JUL,3000,100.0,4.0
2025,7,20,06 UTC,JUL,4000,125.0,1.0
2025,7,20,06 UTC,JUL,5000,205.0,3.0
2025,7,20,06 UTC,JUL,6000,220.0,2.0
2025,7,20,06 UTC,JUL,7000,235.0,2.0
2025,7,20,06 UTC,JUL,8000,255.0,4.0
2025,7,21,06 UTC,JUL,SURFACE,90.0,4.0
2025,7,21,06 UTC,JUL,1000,95.0,3.0
2025,7,21,06 UTC,JUL,2000,125.0,15.0
2025,7,21,06 UTC,JUL,3000,120.0,8.0
2025,7,21,06 UTC,JUL,4000,120.0,14.0
2025,7,21,06 UTC,JUL,5000,125.0,6.0
2025,7,21,06 UTC,JUL,6000,130.0,12.0
2025,7,21,06 UTC,JUL,7000,140.0,14.0
2025,7,21,06 UTC,JUL,8000,130.0,12.0
2025,7,21,06 UTC,JUL,9000,140.0,15.0
2025,7,22,06 UTC,JUL,SURFACE,90.0,7.0
2025,7,22,06 UTC,JUL,1000,145.0,3.0
2025,7,22,06 UTC,JUL,2000,105.0,6.0
2025,7,22,06 UTC,JUL,3000,90.0,6.0
2025,7,22,06 UTC,JUL,4000,50.0,3.0
2025,7,22,06 UTC,JUL,5000,25.0,5.0
2025,7,22,06 UTC,JUL,6000,360.0,5.0
2025,7,22,06 UTC,JUL,7000,30.0,5.0
2025,7,22,06 UTC,JUL,8000,40.0,4.0
2025,7,22,06 UTC,JUL,9000,125.0,11.0
2025,7,22,06 UTC,JUL,10000,80.0,6.0
2025,7,23,06 UTC,JUL,SURFACE,70.0,7.0
2025,7,23,06 UTC,JUL,1000,95.0,14.0
2025,7,23,06 UTC,JUL,2000,105.0,8.0
2025,7,23,06 UTC,JUL,3000,80.0,13.0
2025,7,23,06 UTC,JUL,4000,80.0,7.0
2025,7,23,06 UTC,JUL,5000,95.0,10.0
2025,7,23,06 UTC,JUL,6000,130.0,6.0
2025,7,23,06 UTC,JUL,7000,125.0,6.0
2025,7,23,06 UTC,JUL,8000,85.0,8.0
2025,7,24,06 UTC,JUL,SURFACE,80.0,6.0
2025,7,24,06 UTC,JUL,1000,100.0,14.0
2025,7,24,06 UTC,JUL,2000,105.0,12.0
2025,7,24,06 UTC,JUL,3000,120.0,11.0
2025,7,24,06 UTC,JUL,4000,170.0,5.0
2025,7,24,06 UTC,JUL,5000,205.0,5.0
2025,7,24,06 UTC,JUL,6000,205.0,5.0
2025,7,25,06 UTC,JUL,SURFACE,100.0,6.0
2025,7,25,06 UTC,JUL,1000,95.0,4.0
2025,7,25,06 UTC,JUL,2000,105.0,4.0
2025,7,25,06 UTC,JUL,3000,115.0,5.0
2025,7,25,06 UTC,JUL,4000,110.0,5.0
2025,7,25,06 UTC,JUL,5000,115.0,7.0
2025,7,25,06 UTC,JUL,6000,120.0,9.0
2025,7,25,06 UTC,JUL,7000,100.0,7.0
2025,7,25,06 UTC,JUL,8000,85.0,9.0
2025,7,25,06 UTC,JUL,9000,90.0,7.0
2025,7,25,06 UTC,JUL,10000,70.0,9.0
2025,7,26,06 UTC,JUL,SURFACE,70.0,6.0
2025,7,26,06 UTC,JUL,1000,40.0,3.0
2025,7,26,06 UTC,JUL,2000,105.0,5.0
2025,7,26,06 UTC,JUL,3000,125.0,6.0
2025,7,26,06 UTC,JUL,4000,130.0,9.0
2025,7,26,06 UTC,JUL,5000,120.0,8.0
2025,7,26,06 UTC,JUL,6000,135.0,6.0
2025,7,26,06 UTC,JUL,7000,155.0,5.0
2025,7,26,06 UTC,JUL,8000,225.0,3.0
2025,7,26,06 UTC,JUL,9000,200.0,11.0
2025,7,26,06 UTC,JUL,10000,330.0,10.0
2025,7,27,06 UTC,JUL,SURFACE,100.0,6.0
2025,7,27,06 UTC,JUL,1000,120.0,2.0
2025,7,27,06 UTC,JUL,2000,125.0,5.0
2025,7,27,06 UTC,JUL,3000,120.0,4.0
2025,7,27,06 UTC,JUL,4000,155.0,3.0
2025,7,27,06 UTC,JUL,5000,205.0,2.0
2025,7,27,06 UTC,JUL,6000,0.0,0.0
2025,7,27,06 UTC,JUL,7000,300.0,1.0
2025,7,27,06 UTC,JUL,8000,315.0,6.0
2025,7,27,06 UTC,JUL,9000,355.0,5.0
2025,7,27,06 UTC,JUL,10000,31.0,6.0
2025,7,28,06 UTC,JUL,SURFACE,110.0,7.0
2025,7,28,06 UTC,JUL,1000,110.0,8.0
2025,7,28,06 UTC,JUL,2000,115.0,7.0
2025,7,28,06 UTC,JUL,3000,100.0,6.0
2025,7,28,06 UTC,JUL,4000,140.0,6.0
2025,7,28,06 UTC,JUL,5000,100.0,10.0
2025,7,28,06 UTC,JUL,6000,95.0,11.0
2025,7,28,06 UTC,JUL,7000,95.0,11.0
2025,7,28,06 UTC,JUL,8000,120.0,11.0
2025,7,28,06 UTC,JUL,9000,160.0,8.0
2025,7,28,06 UTC,JUL,10000,175.0,8.0
2025,7,29,06 UTC,JUL,SURFACE,100.0,13.0
2025,7,29,06 UTC,JUL,1000,115.0,17.0
2025,7,29,06 UTC,JUL,2000,115.0,12.0
2025,7,29,06 UTC,JUL,3000,115.0,15.0
2025,7,29,06 UTC,JUL,4000,120.0,10.0
2025,7,29,06 UTC,JUL,5000,100.0,13.0
2025,7,29,06 UTC,JUL,6000,130.0,14.0
2025,7,29,06 UTC,JUL,7000,170.0,10.0
2025,7,30,06 UTC,JUL,SURFACE,90.0,9.0
2025,7,30,06 UTC,JUL,1000,75.0,8.0
2025,7,30,06 UTC,JUL,2000,100.0,7.0
2025,7,30,06 UTC,JUL,3000,115.0,13.0
2025,7,30,06 UTC,JUL,4000,115.0,14.0
2025,7,30,06 UTC,JUL,5000,110.0,14.0
2025,7,30,06 UTC,JUL,6000,110.0,13.0
2025,7,30,06 UTC,JUL,7000,120.0,14.0
2025,7,30,06 UTC,JUL,8000,140.0,12.0
2025,7,30,06 UTC,JUL,9000,145.0,9.0
2025,7,30,06 UTC,JUL,10000,165.0,8.0
2025,7,31,06 UTC,JUL,SURFACE,100.0,9.0
2025,7,31,06 UTC,JUL,1000,100.0,3.0
2025,7,31,06 UTC,JUL,2000,80.0,6.0
2025,7,31,06 UTC,JUL,3000,55.0,6.0
